Generation,Individual_ID,Initial_Loss,Peak_Loss,Boundary_Loss,PDE_Loss,Trace_Loss
60,9,3.61991965137405,0.0006525734681299598,0.0,0.0,0.0002559735871032949
60,10,3.626512573566686,0.010299950291470001,0.0,0.0,0.0002544784738244718
60,11,4.971876748303306,0.0064114002241089756,8.04608823645168e-08,0.0,0.00025307003134330196
60,12,5.302069495017125,0.0018958419927555341,1.252799449239789e-07,0.0,0.0002532955260594643
60,13,14.396500263791788,0.015707698233255477,6.840794419725523e-08,0.0,0.00025303962704310677
60,14,5.46314935779203,8.088591080187006e-05,0.0,0.0,0.00025475632065129634
60,15,9.271826161237863,0.004216751507519061,6.609054664142021e-08,0.0,0.0002538134841355251
60,16,0.13084012666394276,0.036348342755784316,6.303222352169553e-08,0.0,0.000253569583803288
60,17,0.08563482049666415,4.148142004484682e-05,6.545196783416663e-08,0.0,0.00025529419121928903
60,18,0.1302280990938101,0.023518314584942652,7.943281804265914e-08,0.0,0.0002537365932831301
60,19,0.12952597510232902,0.00021381880811033576,5.8540704545109535e-08,0.0,0.0002548393970662575
60,20,0.12931466913467068,0.018672040774216917,5.452997962899443e-08,0.0,0.0002542026658907936
60,21,0.11348809172971823,5.911378813313931e-08,5.554444153792637e-08,0.0,0.0002587293340442414
60,22,0.10733335874815639,0.0007594634279830186,9.295465467549998e-08,0.0,0.0002541534315369119
60,23,0.10398848973434267,0.0021080577744357243,9.051455134190844e-08,0.0,0.00025427710433465384
60,24,0.0994198739794121,0.004681841405474741,4.1615344080599734e-08,0.0,0.0002543781231347507
60,25,0.09702906907915113,0.0015841477292683093,1.1677482754436063e-07,0.0,0.0002543837948185114
60,26,0.09683835968050049,5.505329979213021e-10,6.326513209825796e-08,0.0,0.00025556981633334747
60,27,0.09016027402908106,3.0479171674371317e-05,0.0,0.0,0.0002566991625242715
60,28,0.08923704841073754,0.017403953274506348,9.19914220726196e-08,0.0,0.00025416370015135016
60,29,0.0877411960073238,0.00016523228939396042,0.0,0.0,0.0002561250106347825
60,30,0.0872208436565526,0.000729055844222427,0.0,0.0,0.00025469890922824524
60,31,0.08641411838646469,0.0057610041911901385,1.1612658727959733e-07,0.0,0.00025427322224758786
60,32,0.08597848403513356,0.00042230572923895995,3.70208554339236e-08,0.0,0.0002561497993750124
60,33,0.4060101265096609,0.006641947571872741,1.0019177251039791e-07,0.0,0.0002533934558317381
60,34,5.456265123537791,0.020137749283109838,0.0,0.0,0.000254087209566755
60,35,0.8987076025352527,0.022538578620256728,8.024786409343157e-08,0.0,0.00025317287583625467
60,36,0.8596750395492417,0.00013507951026743762,3.976420764110324e-08,0.0,0.0002551302123424242
60,37,0.8287798788898512,2.2946159317110946e-06,4.216605498361423e-08,0.0,0.00026086451784405223
60,38,0.8180416682079745,0.025990108016819377,6.803243392320455e-08,0.0,0.0002534679276939047
60,39,0.6948284415704168,6.046064301266778e-07,4.911932732202619e-08,0.0,0.00025931000365497553
60,40,0.563887135551778,0.0017309142253144534,8.806096946251558e-08,0.0,0.00025385130814700366
60,41,0.4233332253224221,0.005471203427270815,8.410112074855155e-08,0.0,0.00025384062840550886
60,42,0.4123514233604139,0.014451759529460043,0.0,0.0,0.00025459839248650313
60,43,0.1700755032584404,0.0011163723496504048,4.616262993519526e-08,0.0,0.0002542659853806768
60,44,0.3731871178819302,0.00036790619624214687,3.802950341513298e-08,0.0,0.0002558776916664384
60,45,0.3242042797743897,1.066425963673925e-05,3.7614250333189934e-08,0.0,0.00025706040959813203
60,46,0.26898511355573756,3.5769815916278035e-06,4.7763412917819525e-08,0.0,0.0002540925517567841
60,47,0.25326942133139674,4.3004459712013963e-05,1.962923028798039e-08,0.0,0.0002564747041542284
60,48,0.24893864401170898,2.339756797317807e-05,4.800889335898873e-08,0.0,0.00025711930109157733
60,49,0.2111087863314124,1.9053109749751878e-06,8.563385717569173e-08,0.0,0.0002544613238962578
60,50,0.20886802651090744,8.97229267457923e-05,7.621816910099847e-08,0.0,0.0002551947404749741
60,51,0.2056360157898881,0.009856586909383345,3.604215579688157e-08,0.0,0.0002541922374963474
60,52,0.06168156258780776,0.012020543825762864,4.7221322207966944e-08,0.0,0.00025854322519227
60,53,0.06837823541630433,0.000486039776782459,8.310998872411382e-08,0.0,0.0002557126483723893
60,54,0.06470184955154494,0.002314922937369865,9.805727548887262e-08,0.0,0.00025551490369945634
60,55,0.06456537012331638,0.011195871362608582,1.1042063855911797e-07,0.0,0.00025521152283898
60,56,0.06343277704115857,0.006510069608915826,4.523102585806604e-08,0.0,0.00025602960452460053
60,57,0.06332038541854151,1.1470058696429602e-05,6.862234841948476e-08,0.0,0.00025682262951605834
60,58,0.06314283658966906,0.0033335174854708604,3.409563822703511e-08,0.0,0.00025692241647419414
60,59,0.06275876517053186,0.004609560127798147,3.794387290563816e-08,0.0,0.0002583525891261822
60,60,0.06275699667643611,0.010357613748139406,0.0,0.0,0.00026096227977177595
